00100008 start
00220B40 CB3VehicleRenderer::Construct(void)
00220B70 CB3VehicleRenderer::FixUpVehicleData(CB3VehicleData *)
00221080 CGtScreenCentre::GetPositionY(void)
00221090 CGtScreenCentre::GetPositionX(void)
002213F0 CGtScreenCentre::Construct(void)
00221580 CGtTextureCache::ForceBufferSwap(void)
002220E0 CGtTextureCache::Destruct(void)
00222120 CGtTextureCache::Construct(uint,int,int)
00222300 CB3MemoryManagerPS2::GetBlockSize(EB3MemoryBlock)
002223C0 CB3MemoryManagerPS2::ReleaseBlock(EB3MemoryBlock,int)
002224C0 CB3MemoryManagerPS2::AcquireBlock(EB3MemoryBlock,int)
002225C0 CB3MemoryManagerPS2::Update(void)
00222650 CB3MemoryManagerPS2::Construct(void)
00222CA0 CB3GraphicsManager::DistortEnvmapBuffersIntoSphereMap(void)
00222F70 CB3GraphicsManager::ClearOffscreenBuffer(uint)
00223130 CB3GraphicsManager::BuildCustomCameraData(ERaceCarIndex)
002253C0 CB3CameraData::SendRegistersToGS(void const)
00225B30 CB3CameraData::Construct(RwCamera *)
002260D0 CB3GraphicsManager::CopyTextureAs32Bit(CGtTexture *,uint,uint)
00226420 CB3GraphicsManager::Copy4BitTextureAsPSMT4H(CGtTexture *,uint,CB3GraphicsManager::EClutID,bool,uint)
00226A90 CB3GraphicsManager::Copy8BitTextureAsPSMT8H(CGtTexture *,uint,CB3GraphicsManager::EClutID,uint)
002270B0 CB3GraphicsManager::PresentDrawBuffer(void)
00227210 CB3GraphicsManager::RenderPalOrHdtvContrastFilter(void)
00227360 CB3GraphicsManager::OpenViewport(EB3ViewportSelection)
002274B0 CB3GraphicsManager::RenderFullScreenSpecular(GtMathPs2::CGtV3d,float,bool)
00227A20 CB3GraphicsManager::SetVideoModeParams(RwSkyVideoMode *)
00227B80 CB3GraphicsManager::SetVideoMode(EB3VideoMode)
00227ED0 CB3GraphicsManager::OpenRenderWare(void)
00228040 rwDmaYieldCallback(int,uint)
00228160 CB3GraphicsManager::Construct(void)
0022B830 vsyncHandler(int)
0022B850 CB3InputManager::GetMusicTrackSkip(void)
0022BA70 CB3InputManager::ResetDeadInputTime(signed char)
0022BAE0 CB3InputManager::GetDeadInputTime(signed char)
0022BE00 CB3InputManager::StopRumble(void)
0022C610 CB3InputManager::GetAvailableControllers(CB3ControllerMapping **,signed char)
0022C810 CB3InputManager::GetMenuButton(CB3MenuInput::EMenuControls,signed char)
0022CCE0 CB3InputManager::GetMenuSquare(signed char)
0022CD60 CB3InputManager::GetMenuRight(signed char)
0022CDE0 CB3InputManager::GetMenuLeft(signed char)
0022CE60 CB3InputManager::GetMenuDown(signed char)
0022CEE0 CB3InputManager::GetMenuUp(signed char)
0022CF60 CB3InputManager::GetMenuBack(signed char)
0022CFE0 CB3InputManager::GetMenuConfirm(signed char)
0022D070 CB3InputManager::GetLockedPlayersPort(signed char)
0022D0A0 CB3InputManager::AreLockedPlayersConnected(void)
0022D180 CB3InputManager::LockPlayerToPort(signed char,signed char)
0022E6A0 CGtPS2LibNet::SetNetworkConfigFileLocation(char const *)
0022F020 CGtPS2LibNet::Update(int)
00233C50 CGtNATDataManager::FindGatewayDevice(void)
002351D0 CGtNetworkPlayerManager::GetHostPlayerID(void)
00235300 CGtNetworkPlayerManager::GetPlayerIndexByID(int)
002366D0 CGtNetworkPlayerManager::GetPlayer(int const)
002366E0 CGtNetworkPlayerManager::GetPlayerByID(int)
00236790 CGtNetworkPlayerManager::GetMyPlayerID(void)
00236940 CGtNetworkPlayerManager::ClearAllPlayers(void)
00237200 CGtThreadMgr::EnableVBlankWait(void)
002372F0 CGtThreadMgr::Open(void)
0023C100 CB3NetworkPlayer::Update(void)
0023D0F0 CB3NetworkPlayer::ApplyCurrentData(CB3NetworkRaceUpdateMessage *)
0023D410 CB3NetworkPlayer::ApplyCrashingTrafficCarData(CB3NetworkRaceUpdateMessage *,int)
0023E3D0 __ct__Q29GtMathPs29XAxisTypeF1
0024ACE0 sceScfGetAspect
0024B2A0 CB3SunRenderer::RelocateGSTextures(void)
0024B390 CB3SunRenderer::RenderEnvmapBlob(void)
0024B9E0 CB3SunRenderer::PrepareEnvmapSunCoronaData(void)
0024D360 CB3SunRenderer::Release(void)
0024D4D0 CB3CarViewerGameMode::Release(void)
0024D520 CB3CarViewerGameMode::Render(void)
0024D980 CB3CarViewerGameMode::SetArrowVertices(CB3Im3dVertex *,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,GtMathPs2::CGtV4d)
0024DAB0 CB3CarViewerGameMode::Update(void)
0024FA40 CB3CarViewerGameMode::UpdateHinges(CB3VehicleEssentialParams *,CB3VehicleParams *)
0024FC20 CB3CarViewerGameMode::Prepare(void)
0024FDA0 CB3CarViewerGameMode::Construct(void)
0024FDE0 GtComms::CGtCommsDatabase::CheckFileValid(char const *)
0024FE90 GtComms::CGtCommsDatabaseGame::InitialiseDefaultValues(void)
0024FFC0 GtComms::CGtCommsDatabase::SetDefaultElementValue(GtComms::CGtCommsDatabaseEntry *)
00250100 GtComms::CGtCommsDatabase::RemoveEntryCore(GtComms::CGtCommsDatabaseEntry *)
00250110 GtComms::CGtCommsDatabase::TransmitElement(GtComms::CGtCommsDatabaseEntry *)
00250120 GtComms::CGtCommsDatabaseGame::Construct(void)
00250160 CB3TrafficPhysics::DetachLinkedVehicle(void)
002502D0 CB3TrafficPhysics::StopCrashing(void)
002510F0 CB3TrafficPhysics::Prepare(CB3TrafficVehicle *,int)
002513F0 CB3TrafficPhysics::Prepare(void)
00251460 CB3TrafficPhysics::Construct(void)
00251740 CB3StreamedTrack::TestPosition(GtMathPs2::CGtV3d)
00251840 CB3Viewport::Construct(int,int,int)
00251870 CB3TrackList::GetTrackRegion(ulong)
002518E0 CB3TrackList::GetTrackIndexFromID(ulong)
00251A30 CB3TrackList::CreateTrackPathFromIndex(int,char *,int)
00251AE0 CB3TrackList::CreateTrackPathFromID(ulong,char *,int)
00251B90 CB3VehicleList::GetCarCount(EB3MenuCarClasses)
00251C10 CB3VehicleList::GetCarID(EB3MenuCarClasses,int)
00251CB0 CB3VehicleList::GetClassFromID(ulong)
00251E10 CB3TrackList::DoesTrackExist(ulong)
00251E60 CB3VehicleList::GetVehicleIndexFromID(ulong)
00251EA0 CB3VehicleList::GetVehicleBoostBarSize(ulong)
00251EF0 CB3VehicleList::IsVehicleDriveable(ulong)
00251F40 CB3VehicleList::CreateVehiclePathFromIndex(int,char *,int)
00252000 CB3VehicleList::DoesVehicleExist(ulong)
00252530 CB3RaceCarPhysicsAttribs::CopyToPhysics(CB3VehiclePhysics *)
00252C20 CB3RaceCarPhysicsAttribs::Register(CB3VehiclePhysics *)
002540A0 CB3RaceCarPhysicsAttribs::Prepare(CB3VehiclePhysics *)
002540E0 CB3RaceCarPhysicsAttribs::Construct(void)
00257C70 CB3EffectsManager::UpdateVehicleFireTrail(CB3VehiclePhysics *,CB3EffectsManager::CLighting const &)
00258490 CB3EffectsManager::UpdateTrafficWorldCollisionEffects(CB3VehiclePhysics *)
0025AC30 CB3EffectsManager::HandleAirRamEffects(CB3VehiclePhysics *,CB3EffectsManager::CLighting)
0025CA50 CB3EffectsManager::UpdateCollisionEffects(void)
002620D0 CB3EffectsManager::RenderPreFogEffects(int)
002621E0 CB3EffectsManager::ActuallyRenderRaceCarImmediateEffects(CB3RaceCar *)
00262250 CB3EffectsManager::EndCoronaSubmit(void)
002622B0 CB3EffectsManager::BeginCoronaSubmit(int)
00262400 CB3EffectsManager::EndUpdate(void)
00262CE0 CB3EffectsManager::Construct(void)
002659D0 CB3Bloom::Render(bool,bool)
00265C50 CB3Bloom::Construct(void)
00266AF0 CB3TrafficValve::FillLaneSection(int,int,int,int,CB3StartFinishLine *,int,bool)
00268280 CB3TrafficValve::PrepareGenerationTimes(float,bool)
00268740 CB3NetworkCarPhysics::HideUnderRoad(void)
00268980 CB3NetworkCarPhysics::Update(float)
00269CC0 CB3NetworkCarPhysics::Prepare(CB3RaceCar *)
00269D00 CB3NetworkCarPhysics::Construct(void)
00269D30 CB3TriggerStruct::Fixup(uint)
00269E90 CB3TrafficLightPositionStruct::Fixup(uint)
00269F00 CB3TrafficValvePositionStruct::Fixup(uint)
00269FB0 CB3TrafficDataStruct::Fixup(uint)
0026BCB0 CB3TrackRenderer::Construct(void)
0026C500 CB3NetworkManager::UpdateDNASAquiringMemoryForElf(void)
0026D320 CB3NetworkManager::UpdateDNASStatus(void)
0026F170 CB3NetworkManager::PlayerBootedCallback(ELobbyKickReason,void *)
0026F1D0 CB3NetworkManager::PlayerListChangedCallback(int,void *)
0026F490 CB3NetworkManager::AmIHost(void)
0026F540 CB3NetworkManager::ForEachNetworkOpponent(char *,int,bool,int,int,int,char *,bool,void *)
0026F8E0 BootNetGui
0026FB20 CB3NetworkManager::UpdateHostKeepAlive(void)
00270F30 CB3NetworkManager::GetLobbyStatus(void)
00270F50 CB3NetworkManager::Update(void)
00271540 CB3NetworkManager::Prepare(bool)
002717B0 CB3NetworkManager::Construct(void)
00271A30 CGtArrayBase::FixUp(void)
00271A80 CB3Strings::GetString(int)
00271AA0 CB3Strings::Prepare(void *,char const *,int)
00271AD0 CB3Strings::Construct(void)
00272AB0 CB3SpatialTrigger::TestLine(CGtLine const &)
00275F70 CB3World::RenderFrontEnd(int)
00276380 CB3World::Render(int)
002768F0 CB3World::RenderTwoPlayer(int)
00276970 CB3World::RenderOnePlayer(int)
00276E00 CB3SoundTrafficManager::Update(bool)
00278BA0 CB3SoundTrafficVehicle::UpdateHorn(float,float,bool)
00279670 CB3SoundTrafficVehicle::Update(bool,float)
0027AB80 CB3SoundCrashManager::UpdateFire(void)
0027AD90 CB3SoundCrashManager::UpdateSteam(void)
0027BF70 CB3SoundCrashManager::FadeOutCrashStream(void)
0027BF80 CB3SoundCrashManager::UpdateKerbBounces(void)
002811E0 CB3SoundCrashManager::Update(void)
00285320 CB3HUDSoundManager::FEBack(void)
002853C0 CB3HUDSoundManager::FESelect(void)
00285470 CB3HUDSoundManager::FEVerticalMove(void)
00285940 CB3HUDSoundManager::PlayHudSound(ulong,CGtSoundBank const *,float,float,bool)
00286CE0 CB3HUDSoundManager::Update(void)
00287150 CB3HUDSoundManager::Prepare(bool)
00287650 CB3SoundESMLow::Update(CB3RaceCar const *,float,float,float)
002879F0 CB3SoundESMHigh::CalculateDoppler(CB3RaceCar const *,float *,float *)
00287C00 CB3SoundESMHigh::Stop(void)
00287CC0 CB3SoundESMHigh::Start(void)
00288350 CB3SoundESMHigh::Prepare(ulong,int)
002889E0 CB3SoundESM::Prepare(ulong,int)
00288FF0 CB3SoundGameModeManager::GetModeBankPath(void const)
002893C0 CB3SoundGameModeManager::UpdateGameStates(void)
00289B70 CB3SoundGameModeManager::SetGameModeData(int)
00289C70 CB3SoundGameModeManager::Update(void)
00289F60 CB3SoundGameModeManager::Prepare(void)
0028AEB0 CB3SoundManager::SetMasterPitchScalar(float)
0028AF30 CB3SoundManager::StopAll(void)
0028B1E0 CB3SoundManager::Update(void)
0028CBE0 CB3SoundPlayerCar::Prepare(ulong,int)
0028CDE0 CB3SoundRaceCar::UpdateHorn(CB3RaceCar *)
0028D220 CB3SoundRaceCar::StopBoost(CB3RaceCar const *)
0028D8B0 CB3SoundRaceCar::Update(CB3RaceCar const *)
0028E360 CB3SoundSkidModel::Update(CB3Wheel const **,float,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,CGtSoundVirtualVoice **,GtMathPs2::CGtV3d,bool,float *,float *,bool,bool,bool)
0028EA90 CB3SoundSkidModel::Update(CB3RaceCar const *)
002979B0 _rwaObjDefOpenModule
002B6C40 CB3StopJunction::Prepare(CB3StopJunctionStruct *)
002B6CB0 CGtPerfMon::Construct(void)
002B6CC0 CGtFreeList::RemoveAllLinks(void)
002B6E20 CGtFreeList::AddLink(void)
002B6EA0 CGtFreeListPool::SortFree(void)
002B6F70 CGtFreeListPool::Construct(uint,uint,uint,void const *,void *,uint)
002B7190 CB3EnvironmentData::FixUp(void)
002B7220 CB3PropManager::KillProp(CB3Prop *,bool)
002B78F0 CB3PropManager::Construct(void)
002B9750 CB3ConvexHull::DebugRenderPlanes(GtMathPs2::CGtMatrix3x4 const &,GtMathPs2::CGtPlane const *,GtMathPs2::CGtV3d const *,bool)
002B9C90 CB3ConvexHull::DebugRenderEdges(GtMathPs2::CGtMatrix3x4 const &const,bool)
002BA170 CB3ConvexHull::DeformHullVerts(GtMathPs2::CGtV3d *const,GtMathPs2::CGtMatrix3x4 *)
002BBC10 CB3EnvironmentManager::RenderBackdropTexture(void)
002BBFD0 CB3EnvironmentManager::RenderSunCorona(void)
002BC020 CB3EnvironmentManager::SunOcclusionTest(void)
002BC0F0 CB3EnvironmentManager::RenderSunToEnvironmentMap(void)
002BC1C0 CB3EnvironmentManager::RenderSkyToEnvironmentMap(void)
002BC210 CB3EnvironmentManager::BuildEnvmapSunCoronaData(void)
002BC2F0 CB3EnvironmentManager::RenderClouds(void)
002BC330 CB3EnvironmentManager::RenderSunBlob(void)
002BC400 CB3EnvironmentManager::RenderSky(void)
002BC4D0 CB3EnvironmentManager::BeginRender(int)
002BC4E0 CB3EnvironmentManager::Update(float)
002BC9F0 CB3EnvironmentManager::Release(void)
002BCAA0 CB3EnvironmentManager::Prepare(void)
002BCF10 CB3EnvironmentManager::Destruct(void)
002BCF40 CB3EnvironmentManager::Construct(void)
002BDA80 CB3PhysicsManagerDebug::DrawHullToHullCollisionPlanes(void)
002BDC10 CB3PhysicsManagerDebug::DrawCollisionTriangleCache(void)
002BDE70 CB3PhysicsManagerDebug::DrawCollisionWorld(void)
002BDF80 ColWorldCallbackLeaf(CGtPolygonIntersectionResult const &,void *)
002BE2E0 ColWorldCallback(CGtPolygonIntersectionResult const &,void *)
002BE7F0 CB3PhysicsManagerDebug::DrawIntervals(void)
002BEA80 CB3PhysicsManagerDebug::RenderWorld(void)
002BEC30 CB3PhysicsManagerDebug::Update(void)
002BED80 CB3PhysicsManagerDebug::Construct(void)
002E27B0 CB3BehaviourOffset::Update(CGtCamera *,float)
002E3360 CB3BehaviourOffset::Prepare(void *)
002E34C0 CB3BehaviourRaceCarFollow::Update(CGtCamera *,float)
002E6FB0 CB3PlayerCameraManager::Construct(void *,CGtStateOffset const *,CGtTimer *)
002E71C0 CB3PlayerCameraManager::SetActiveBehaviour(int)
002E73B0 CB3PlayerCameraManager::IsPlayerVisible(void)
002E7680 CB3PlayerCameraManager::Update(float)
002E7C10 CB3PlayerCameraManager::Construct(int)
002E7F70 CB3PlayerCameraStateDebug::Action(EGtStateAction,void *,void *,void *)
002E82C0 CB3PlayerCameraStateInGame::Action(EGtStateAction,void *,void *,void *)
002E9160 CB3BehaviourFlyAround::Update(CGtCamera *,float)
002EF030 CB3SoundRaceCarManager::RelinquishRaceCar(CB3SoundRaceCar *)
002EF050 CB3SoundRaceCarManager::RequestRaceCar(EB3RaceCarType)
002EF160 CB3TrafficDebug::RenderSpatialTriggers(void)
002EFE70 CB3TrafficDebug::RenderNearMissData(void)
002F0330 CB3TrafficDebug::RenderWorld(void)
002F03A0 CB3TrafficDebug::Update(void)
002F03F0 CB3TrafficDebug::Construct(void)
002F0410 CB3CPUMonitors::Construct(void)
002F9700 CGt2dObjectParagraph::Prepare(GtMathPs2::CGtV2d const &,float,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,ushort const *,CGtStaticParagraphSettings const *,uint,CGt2dObjectParagraph::ETextType)
002F9F10 CGtLinearMalloc::CGtLinearMalloc(void)
00301340 CB3StreamedTrack::ComputeVehicleRenderData(CB3VehicleEssentialParams *,float)
003013B0 CB3StreamedTrack::GetIrradiance(int,GtMathPs2::CGtV3d,CGtIrradianceMap *,float)
00301B70 CB3StreamedTrack::IntersectSphereWithUnit(uint,GtMathPs2::CGtSphere,bool (*)(CGtPolygonIntersectionResult const &,void *),void *)
00301DC0 CB3StreamedTrack::UpdateStreamPVS(void)
003021D0 CB3StreamedTrack::Update(void)
00302730 CB3StreamedTrack::UpdateStreamFSM(void)
00302A20 CB3StreamedTrack::UpdateStreamHighFSM(void)
00302B50 CB3StreamedTrack::UpdateStreamLowFSM(void)
00302D90 CB3StreamedTrack::Prepare(bool,int)
00303150 CB3StreamedTrack::Destruct(void)
00303160 CB3StreamedTrack::Construct(void)
00303460 CB3ShadowMgr::RenderShadows(int)
003037C0 CB3ShadowMgr::RenderFrontEndShadow(int)
00303C80 CB3ShadowRenderer::BeginShadowPlaneRendering(void)
00307960 CB3TrafficSystem::Draw(int)
00309450 CB3TrafficSystem::PrepareTrafficVehicleData(void)
0030AC10 CB3BoostEffectParams::GetRadialBlurParams(CB3RadialBlurParams *const,CB3PlayerCar *,CB3PlayerCameraManager *)
0030B5D0 CB3MenuComponents::Construct(void)
0030C060 CB3MenuChoices::RequestTwoPlayerGameMode(int)
0030C330 CB3MenuChoices::RequestOnePlayerGameMode(int)
0030C5D0 CB3MenuChoices::RequestChampionshipGameMode(int)
0030CA80 CB3MenuChoices::GetDriverCarID(CB3GameStageDataStruct *,int,int)
0030D220 CB3MenuChoices::RequestNewGameMode(void)
0030D420 CB3MenuChoices::Prepare(void)
0030D520 CB3MenuPageManager::ImmediateLeadOut(EB3MenuFlowFSMEvents)
0030D570 CB3MenuPageManager::StartLeadOutBack(EB3MenuFlowFSMEvents,bool)
0030D5D0 CB3MenuPageManager::StartLeadOutFore(EB3MenuFlowFSMEvents,bool)
0030D630 CB3MenuPageManager::SetMenuPage(CB3MenuPageBase *,bool)
0030D750 CB3MenuPageManager::Render(void)
0030D830 CB3MenuPageManager::Update(void)
0030DDE0 CB3MenuPageManager::ReleaseCurrentMenu(void)
0030DE80 CB3MenuPageManager::Prepare(void)
0030DF80 CB3MenuPageManager::Construct(void)
0030E3B0 CB3MainMenuState::NextPage(int)
0030EDC0 CB3MenuFlowFSM::GetMenuFlowType(void)
0030EDD0 CB3MenuFlowFSM::GetOffsetTable(void)
0030EDF0 CB3MenuFlowFSM::Construct(void *,CGtStateOffset *,CGtTimer *)
0030F690 CB3OnlineLobbyState::Action(EGtStateAction,void *,void *,void *)
00310270 CB3CarSelectState::Action(EGtStateAction,void *,void *,void *)
00311900 CB3OnlineLobbyPage::PrepareClassSelect(ulong,bool)
00311F10 CB3OnlineLobbyPage::CheckCarClassLimit(ulong,bool)
00312150 CB3OnlineLobbyPage::GetCarClass(ulong)
00312490 CB3OnlineLobbyPage::RebuildList(void)
00312AD0 CB3OnlineLobbyPage::ShowPrompts(void)
00313BA0 CB3OnlineLobbyPage::SetupTableData(void)
003148C0 CB3OnlineLobbyPage::UpdateLatency(void)
003159B0 CB3OnlineLobbyPage::UpdateNATData(void)
003166B0 CB3OnlineLobbyPage::ReturnToNormalPageMode(void)
003168B0 CB3OnlineLobbyPage::UpdateVoIP(void)
00316EA0 CB3OnlineLobbyPage::ChatMessageCallback(char *,char *,void *)
00316EF0 CB3OnlineLobbyPage::Update(void)
00317D90 CB3OnlineLobbyPage::Prepare(char *)
00318110 CGtUnicode::PrintString(void)
003183F0 CB3MainMenuPage::Prepare(void)
003185E0 CB3MenuPageBase::Prepare(bool)
00318610 CB3CarSelectPage::SetPrompts(void)
003188A0 CB3HeadingComponent::Prepare(EGlobalStrings,CB3HeadingComponent::EHeadingType)
00318B30 CB3CarSelectPage::Update(void)
00319000 CB3CarSelectPage::Prepare(void)
003193A0 CB3ScrollingTextData::SetData(ushort const *)
003193E0 CB3MenuComponentSelectionData::SelectNext(void)
00319410 CB3MenuComponentSelectionData::SelectPrev(void)
00319440 CB3MenuComponentBase::Release(void)
00319450 CB3MenuComponentBase::Prepare(void)
00319460 CB3MenuComponentBase::Construct(int)
00319D30 CB3HeadingComponent::Prepare(ushort const *,CB3HeadingComponent::EHeadingType)
0031B820 CB3HelpBarComponent::SetString(const ushort *,bool,bool,float)
0031C400 CB3HelpBarComponent::Prepare(CB3MenuComponentSelectionData *const,CB3ScrollingTextData *const,bool,float)
0031C520 CB3HelpBarComponent::Prepare(void)
0031C5D0 CB3HelpBarComponent::Prepare(ushort const *,bool,float)
0031CBD0 CB3ScrollingText2dObject::Prepare(ushort const *,bool,bool,float)
0031CFE0 CB3BackgroundComponent::Update(float)
0031D710 CB3BackgroundComponent::PrepareBorders(float)
0031D9E0 CB3BackgroundComponent::Prepare(EB3BackgroundType)
0031E1F0 CB3PromptsComponent::SetCurrentPrompts(uint,uint)
0031EE00 CB3PromptsComponent::Prepare(uint,uint)
0031FFD0 CB3VSelectComponent::SetItemEnabled(int,bool)
00321040 CB3VSelectComponent::PrepareItem(int,float,bool)
00321260 CB3VSelectComponent::Prepare(bool,float,float,float,float,CB3MenuComponentSelectionData *const,CB3VSelectComponentEntryData *)
00321600 CB3VSelectComponent::Prepare(CB3MenuComponentSelectionData const *,CB3VSelectComponentEntryData *)
00321820 CB3LoadingScreenPage::Update(void)
003225E0 CB3MyBurnoutPage::Prepare(void)
003227A0 CB3MyBurnoutPage::Construct(void)
00322890 CB3MyBurnoutState::Action(EGtStateAction,void *,void *,void *)
003251C0 CGtVideoDecoder::Update(void)
00325680 CGtVideoDecoder::Prepare(CGtLinearMalloc *,int,int,char const *,float,uint)
0032D260 CB3MessageBoxComponent::Prepare(EB3MessageBoxType,const ushort *)
0032D390 CB3MessageBoxComponent::Construct(void)
0032EFB0 CB3TrafficHullStruct::Fixup(uint)
0032EFE0 CB3AIAggressionBehaviour::UpdateAggressiveHornBlast(void)
0032F0C0 CB3AIAggressionBehaviour::DoAggressiveHornBlast(EAggressiveHornBlashReason)
00330550 CB3AIAggressionBehaviour::Update(void)
00331D10 CB3AIAggressionBehaviour::Prepare(CB3AICar *)
003321C0 CB3ChatDisplayComponent::AddNewMessage(char *,const ushort *)
003324D0 CB3ChatDisplayComponent::PrepareWithoutStrings(EB3ChatDisplayOrientation)
00332750 CB3ChatDisplayComponent::Prepare(EB3ChatDisplayOrientation)
003327F0 CB3ChatDisplayComponent::SetOrientation(EB3ChatDisplayOrientation)
00332B40 CB3ChatDisplayComponent::Construct(void)
00332B80 CB3StaticTrack::Update(void)
00332EE0 CB3StaticTrack::RenderBackdrop(CB3BackdropObject const &)
00332F50 CB3StaticTrack::Release(void)
00332FE0 CB3StaticTrack::Prepare(void)
003332F0 CB3StaticTrack::Destruct(void)
00333300 CB3StaticTrack::Construct(void)
00333320 CB3BodyPartPhysics::StopCrashing(void)
003341B0 CB3BodyPartPhysics::Release(void)
003344B0 CB3BodyPartPhysics::Prepare(CB3VehiclePhysics *,int,EBodyPartType)
00334860 CB3BodyPartPhysics::Construct(void)
00335630 CB3HUDLap::Prepare(int,EHUDAlign,int)
00335C90 CB3HUDPos::Prepare(int,EHUDAlign,int,bool,bool)
00337CA0 CGtLobbyDirtySock::AmIInGame(void)
00337CB0 CGtLobbyDirtySock::AmIHost(void)
0033A430 CGtLobbyPS2DirtySock::ConnectToServer(char const *,int)
0033BDC0 CGtLobbyPS2DirtySock::GetLobbyStatus(void)
00342A60 CB3PauseState::Action(EGtStateAction,void *,void *,void *)
00346F90 CB3OnlineConnectingPage::UpdateISP(void)
00347380 CB3OnlineConnectingPage::PrepareLobbyConnect(void)
0034DAB0 CB3OnScreenKeyboardComponent::RegisterKeyboardCallbacks(void)
003519D0 CB3OnScreenKeyboardComponent::Prepare(void)
003520E0 CB3TextComponent::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,EGlobalStrings,uint,float,bool,float,uint,bool)
00353C30 CB3CrashAnalyser::Update(float)
00354550 CB3CrashAnalyser::GetVehicleBeforeImpact(void)
00354960 CB3CrashAnalyser::UpdateCollidingPairs(void)
00354F60 CB3CrashAnalyser::Prepare(CB3RaceCarPhysics *)
003550D0 CB3CrashAnalyser::Construct(void)
00355170 CB3CrashAnalyser::Release(void)
003562F0 CB3CrashCameraDirector::UpdateCrash(float)
003571B0 CB3CrashCameraDirector::Update(float)
00357720 CB3CrashCameraDirector::Prepare(bool)
00357800 CB3PlayerCameraStateCrashMode::Action(EGtStateAction,void *,void *,void *)
003584A0 CB3BehaviourCluster::Prepare(void *)
00358980 CB3BehaviourCluster::SetRig(CB3ClusterRig *)
0035A900 CB3ClusterRig::PrepareFocus(float)
0035BA30 CB3ClusterRig::PrepareRotate(EB3RigType,EB3FocusType,CB3ChildBody *,float,float,GtMathPs2::CGtV3d,float,float,float,GtMathPs2::CGtMatrix3x4 const &,GtMathPs2::CGtMatrix3x4 const &,float,int,bool)
0035D450 CGtSphereTree::AddToIntegrateList(CGtSphereTreeSphere *)
0035F130 CB3DebugMipMaps::Update(void)
00360BA0 CGtBuddiesPS2DirtySock::Prepare(char,char,char)
00364110 CB3CrashCombo::UpdateCollidingPairs(void)
00364470 CB3CrashCombo::Update(void)
003644F0 CB3CrashCombo::Construct(void)
00364B10 B3Im3d::RenderLinelist(CB3Im3dVertex const *,int)
00365700 B3Im3d::SetTexture(CGtTexture *)
00365790 B3Im3d::EndRendering(void)
00365830 B3Im3d::BeginRendering(void)
00365A70 B3Im3d::Construct(void)
003690E0 CB3ScoreBonus::OnEvent(EScoreBonusEvent,int,int,bool)
00369460 CB3ScoreBonus::Update(void)
00369640 CB3CrashCombo::Prepare(CB3RaceCar *)
003696A0 CB3ScoreBonus::Construct(void)
00371590 CB3MenuImageUVs::CalculateUV(float,float,float,float,float,float,uint)
00371860 CB3MenuImages::CacheGlobalTextures(void)
00371B30 CB3MenuImages::CacheFrontendTextures(void)
00371DD0 CB3FlashText2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
00375640 CGtHiResSystemTimer::Construct(void)
00376A50 CGtFramerateManager::Construct(float,float)
00380CD0 CB3Panel2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,bool,bool)
00382830 CGt2dObjectText::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,float,GtMathPs2::CGtV4d,CGt2dFont const *,ushort const *,CGt2dObjectText::COutlineDropShadow const *)
00383DD0 CGtSoundBank::FindWave(ulong const &const,bool)
00384420 CGtSoundBankManager::LoadBank(char const *,bool,bool,int)
003851D0 CGtSoundManager::StopAll(void)
00385A30 CGtSoundRealVoice::Start(CGtSoundVoiceParams const *)
00386370 CGtSoundStream::IsPlaying(void)
003865F0 CGtSoundStream::Play(bool)
00387650 CGtSoundVirtualVoice::ForgetMe(float)
00387E00 CGtSoundVirtualVoice::Start(CGtSoundVoiceParams const *)
00388840 CGtSoundVirtualVoice::Update(CGtSoundVoiceParams const *)
00388E00 CGtSoundVoiceParams::Construct(void)
003890B0 CGtSoundVoiceManager::TriggerVoice(CGtSoundVoiceParams const *)
00389290 CGtSoundVoiceManager::AllocVirtualVoice(void)
003898F0 CGtSoundWave::CalcFrequency(void const)
00389B20 CB3OfflineSingleRaceLogic::GetScoreModeFlags(void)
00389FA0 CB3OfflineSingleRaceLogic::GetHUDType(void)
0038A250 CB3OfflineSingleRaceLogic::Update(void)
0038A6F0 CB3OfflineSingleRaceLogic::Prepare(void)
0038AA30 CB3OnlineSingleRaceLogic::Update(void)
0038AE80 CB3OnlineSingleRaceLogic::Prepare(void)
0038B0F0 CB3PromptBarComponent::Update(float)
0038B320 CB3OfflineBurningLapLogic::GetOfflineGameModeType(void)
0038B330 CB3OfflineBurningLapLogic::GetOnlineGameModeType(void)
0038B350 CB3OfflineBurningLapLogic::GetScoreModeFlags(void)
0038B3F0 CB3OfflineBurningLapLogic::OnWorldPrepared(void)
0038B590 CB3OfflineBurningLapLogic::CrashShouldBeClearedUp(uchar)
