00100008 start
00206D70 GtComms::CGtCommsDatabase::SetDefaultElementValue(GtComms::CGtCommsDatabaseEntry *)
00206EB0 GtComms::CGtCommsDatabase::RemoveEntryCore(GtComms::CGtCommsDatabaseEntry *)
00206EC0 GtComms::CGtCommsDatabase::TransmitElement(GtComms::CGtCommsDatabaseEntry *)
00206ED0 GtComms::CGtCommsDatabaseGame::Construct(void)
00206F10 CB3TrafficPhysics::StopCrashing(void)
00207900 CB3TrafficPhysics::Prepare(CB3TrafficVehicle *,int)
00207C00 CB3TrafficPhysics::Prepare(void)
00207C70 CB3TrafficPhysics::Construct(void)
00207F30 CB3StreamedTrack::TestPosition(GtMathPs2::CGtV3d)
00208060 CB3TrackList::GetTrackRegion(ulong)
002080C0 CB3TrackList::GetTrackIndexFromID(ulong)
00208210 CB3TrackList::CreateTrackPathFromIndex(int,char *,int)
002082C0 CB3TrackList::CreateTrackPathFromID(ulong,char *,int)
002085F0 CB3VehicleList::GetCarCount(EB3MenuCarClasses)
00208680 CB3VehicleList::GetCarID(EB3MenuCarClasses,int)
00208730 CB3VehicleList::GetClassFromID(ulong)
00208880 CB3TrackList::DoesTrackExist(ulong)
002088D0 CB3VehicleList::GetVehicleIndexFromID(ulong)
00208910 CB3VehicleList::GetVehicleBoostBarSize(ulong)
00208960 CB3VehicleList::IsVehicleDriveable(ulong)
002089B0 CB3VehicleList::CreateVehiclePathFromIndex(int,char *,int)
00208A70 CB3VehicleList::DoesVehicleExist(ulong)
00208F90 CB3RaceCarPhysicsAttribs::CopyToPhysics(CB3VehiclePhysics *)
00209670 CB3RaceCarPhysicsAttribs::Register(CB3VehiclePhysics *)
0020AAF0 CB3RaceCarPhysicsAttribs::Prepare(CB3VehiclePhysics *)
0020AB30 CB3RaceCarPhysicsAttribs::Construct(void)
0020E570 CB3EffectsManager::UpdateVehicleFireTrail(CB3VehiclePhysics *,CB3EffectsManager::CLighting const &)
0020EEA0 CB3EffectsManager::UpdateTrafficWorldCollisionEffects(CB3VehiclePhysics *)
00211580 CB3EffectsManager::HandleAirRamEffects(CB3VehiclePhysics *,CB3EffectsManager::CLighting)
00213200 CB3EffectsManager::UpdateCollisionEffects(void)
00218190 CB3EffectsManager::UpdateCrashingVehicleEffectsPoints(CB3VehiclePhysics *,CB3EffectsManager::CLighting const &)
0021A760 CB3EffectsManager::RenderPreFogEffects(int)
0021A880 CB3EffectsManager::ActuallyRenderRaceCarImmediateEffects(CB3RaceCar *)
0021A8D0 CB3EffectsManager::EndCoronaSubmit(void)
0021A930 CB3EffectsManager::BeginCoronaSubmit(int)
0021A9A0 CB3EffectsManager::EndUpdate((void))
0021B240 CB3EffectsManager::Construct(void)
0021EEE0 CB3TrafficValve::FillLaneSection(int,int,int,int,CB3StartFinishLine *,int,bool)
002207C0 CB3TrafficValve::PrepareGenerationTimes(float,bool)
00220BE0 CB3NetworkCarPhysics::HideUnderRoad(void)
00220E20 CB3NetworkCarPhysics::Update(float)
002226B0 CB3NetworkCarPhysics::Prepare(CB3RaceCar *)
002226F0 CB3NetworkCarPhysics::Construct(void)
00222720 CB3TriggerStruct::Fixup(uint)
00222880 CB3TrafficLightPositionStruct::Fixup(uint)
002228F0 CB3TrafficValvePositionStruct::Fixup(uint)
002229A0 CB3TrafficDataStruct::Fixup(uint)
00225E10 CB3NetworkManager::PlayerBootedCallback(ELobbyKickReason,void *)
00225E90 CB3NetworkManager::PlayerListChangedCallback(int,void *)
002261D0 CB3NetworkManager::AmIHost(void)
00226280 CB3NetworkManager::ForEachNetworkOpponent(char *,int,bool,int,int,int,char *,bool,void *)
00226830 CB3NetworkManager::UpdateHostKeepAlive(void)
00227280 CB3NetworkManager::GetLobbyStatus(void)
002272A0 CB3NetworkManager::Update(void)
00227430 CB3NetworkManager::Prepare(bool)
002274E0 CB3NetworkManager::Construct(void)
00227630 CGtArrayBase::FixUp(void)
00227680 CB3Strings::GetString(int)
002276A0 CB3Strings::Prepare(void *,char const *,int)
002276D0 CB3Strings::Construct(void)
002286B0 CB3SpatialTrigger::TestLine(CGtLine const &)
0022B910 CB3World::RenderFrontEnd(int)
0022BCC0 CB3World::Render(int)
0022C1E0 CB3World::RenderTwoPlayer(int)
0022C250 CB3World::RenderOnePlayer(int)
0022C6A0 CB3SoundTrafficManager::Update(bool)
0022E3D0 CB3SoundTrafficVehicle::UpdateHorn(float,float,bool)
0022EEA0 CB3SoundTrafficVehicle::Update(bool,float)
002301C0 CB3SoundCrashManager::UpdateFire(void)
002303D0 CB3SoundCrashManager::UpdateSteam(void)
00231800 CB3SoundCrashManager::FadeOutCrashStream(void)
00231810 CB3SoundCrashManager::UpdateKerbBounces(void)
0023BD00 CB3SoundCrashManager::Update(void)
0023E4C0 CB3HUDSoundManager::FEBack(void)
0023E550 CB3HUDSoundManager::FESelect(void)
0023E5F0 CB3HUDSoundManager::FEVerticalMove(void)
0023E850 CB3HUDSoundManager::PlayHudSound(ulong,CGtSoundBank const *,float,float,bool)
0023EE50 CB3HUDSoundManager::Update(void)
0023F070 CB3HUDSoundManager::Prepare(bool)
0023F560 CB3SoundESMLow::Update(CB3RaceCar const *,float,float,float)
0023F800 CB3SoundESMHigh::CalculateDoppler(CB3RaceCar const *,float *,float *)
0023FA10 CB3SoundESMHigh::Start(void)
0023FFD0 CB3SoundESMHigh::Prepare(ulong,int)
00240400 CB3SoundESM::Prepare(ulong,int)
00240700 CB3SoundGameModeManager::GetModeBankPath(void const)
00240A40 CB3SoundGameModeManager::UpdateGameStates(void)
00241170 CB3SoundGameModeManager::SetGameModeData(int)
00241260 CB3SoundGameModeManager::Update(void)
00241520 CB3SoundGameModeManager::Prepare(void)
002421F0 CB3SoundManager::SetMasterPitchScalar(float)
002422B0 CB3SoundManager::Update(void)
00243750 CB3SoundPlayerCar::Prepare(ulong,int)
00243910 CB3SoundRaceCar::UpdateHorn(CB3RaceCar *)
00243BA0 CB3SoundRaceCar::StopBoost(CB3RaceCar const *)
00243EA0 CB3SoundRaceCar::Update(CB3RaceCar const *)
002448E0 CB3SoundSkidModel::Update(CB3Wheel const **,float,GtMathPs2::CGtV3d,GtMathPs2::CGtV3d,CGtSoundVirtualVoice **,GtMathPs2::CGtV3d,bool,float *,float *,bool,bool,bool)
00244F20 CB3SoundSkidModel::Update(CB3RaceCar const *)
0024DE40 _rwaObjDefOpenModule
0026CED0 CB3StopJunction::Prepare(CB3StopJunctionStruct *)
0026CF40 CGtPerfMon::Construct(void)
0026D0B0 CGtFreeList::AddLink(void)
0026D130 CGtFreeListPool::SortFree(void)
0026D200 CGtFreeListPool::Construct(uint,uint,uint,void const *,void *,uint)
0026D310 CB3EnvironmentData::FixUp(void)
0026D3A0 CB3PropManager::KillProp(CB3Prop *,bool)
0026DA50 CB3PropManager::Construct(void)
0026F600 CB3ConvexHull::DebugRenderPlanes(GtMathPs2::CGtMatrix3x4 const &,GtMathPs2::CGtPlane const *,GtMathPs2::CGtV3d const *,bool)
0026FAA0 CB3ConvexHull::DebugRenderEdges(GtMathPs2::CGtMatrix3x4 const &const,bool)
0026FEF0 CB3ConvexHull::DeformHullVerts(GtMathPs2::CGtV3d *const,GtMathPs2::CGtMatrix3x4 *)
00271090 CB3EnvironmentManager::RenderBackdropTexture(void)
00271440 CB3EnvironmentManager::RenderSunCorona(void)
00271490 CB3EnvironmentManager::SunOcclusionTest(void)
00271550 CB3EnvironmentManager::RenderSunToEnvironmentMap(void)
00271620 CB3EnvironmentManager::RenderSkyToEnvironmentMap(void)
00271670 CB3EnvironmentManager::BuildEnvmapSunCoronaData(void)
00271750 CB3EnvironmentManager::RenderClouds(void)
00271790 CB3EnvironmentManager::RenderSunBlob(void)
00271850 CB3EnvironmentManager::RenderSky(void)
00271900 CB3EnvironmentManager::BeginRender(int)
00271910 CB3EnvironmentManager::Update(float)
00271A80 CB3EnvironmentManager::Release(void)
00271B20 CB3EnvironmentManager::Prepare(void)
00271EC0 CB3EnvironmentManager::Construct(void)
00272AC0 CB3PhysicsManagerDebug::DrawHullToHullCollisionPlanes(void)
00272C50 CB3PhysicsManagerDebug::DrawCollisionTriangleCache(void)
00272EE0 CB3PhysicsManagerDebug::DrawCollisionWorld(void)
00272FF0 ColWorldCallbackLeaf(CGtPolygonIntersectionResult const &,void *)
00273350 ColWorldCallback(CGtPolygonIntersectionResult const &,void *)
002737B0 CB3PhysicsManagerDebug::DrawIntervals(void)
00273A40 CB3PhysicsManagerDebug::RenderWorld(void)
00273BF0 CB3PhysicsManagerDebug::Update(void)
00273D40 CB3PhysicsManagerDebug::Construct(void)
00295BE0 CB3BehaviourOffset::Update(CGtCamera *,float)
00296350 CB3BehaviourOffset::Prepare(void *)
002964D0 CB3BehaviourRaceCarFollow::Update(CGtCamera *,float)
00299D10 CB3PlayerCameraManager::Construct(void *,CGtStateOffset const *,CGtTimer *)
00299D90 CB3PlayerCameraManager::GetCurrentUnit(void)
00299E70 CB3PlayerCameraManager::SetActiveBehaviour(int)
0029A060 CB3PlayerCameraManager::IsPlayerVisible(void)
0029AAD0 CB3PlayerCameraManager::Construct(int)
0029AD90 CB3PlayerCameraStateDebug::Action(EGtStateAction,void *,void *,void *)
0029B060 CB3PlayerCameraStateInGame::Action(EGtStateAction,void *,void *,void *)
0029BA90 CB3BehaviourFlyAround::Update(CGtCamera *,float)
002A1540 CB3SoundRaceCarManager::RelinquishRaceCar(CB3SoundRaceCar *)
002A1560 CB3SoundRaceCarManager::RequestRaceCar(EB3RaceCarType)
002A1670 CB3TrafficDebug::RenderSpatialTriggers(void)
002A2380 CB3TrafficDebug::RenderNearMissData(void)
002A2820 CB3TrafficDebug::RenderWorld(void)
002A2890 CB3TrafficDebug::Update(void)
002A28E0 CB3TrafficDebug::Construct(void)
002A2900 CB3CPUMonitors::Construct(void)
002AC2C0 CGt2dObjectParagraph::Prepare(GtMathPs2::CGtV2d const &,float,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,ushort const *,CGtStaticParagraphSettings const *,uint,CGt2dObjectParagraph::ETextType)
002ACA40 CGtLinearMalloc::CGtLinearMalloc(void)
002B5830 CB3StreamedTrack::ComputeVehicleRenderData((CB3VehicleEssentialParams *,float))
002B58B0 CB3StreamedTrack::GetIrradiance(int,GtMathPs2::CGtV3d,CGtIrradianceMap *,float)
002B6090 CB3StreamedTrack::IntersectSphereWithUnit(uint,GtMathPs2::CGtSphere,bool (*)(CGtPolygonIntersectionResult const &,void *),void *)
002B62C0 CB3StreamedTrack::UpdateStreamPVS(void)
002B6550 CB3StreamedTrack::Update(void)
002B6A30 CB3StreamedTrack::UpdateStreamFSM(void)
002B6CD0 CB3StreamedTrack::UpdateStreamHighFSM(void)
002B6E00 CB3StreamedTrack::UpdateStreamLowFSM(void)
002B7130 CB3StreamedTrack::Prepare(bool,int)
002B72F0 CB3StreamedTrack::Destruct(void)
002B7300 CB3StreamedTrack::Construct(void)
002B75B0 CB3ShadowMgr::RenderShadows(int)
002B78C0 CB3ShadowMgr::RenderFrontEndShadow(int)
002B7D30 CB3ShadowRenderer::BeginShadowPlaneRendering(void)
002BC0C0 CB3TrafficSystem::Draw(int)
002BD950 CB3TrafficSystem::PrepareTrafficVehicleData(void)
002BF200 CB3BoostEffectParams::GetRadialBlurParams(CB3RadialBlurParams *const,CB3PlayerCar *,CB3PlayerCameraManager *)
002BFA00 CB3MenuComponents::Construct(void)
002C0AF0 CB3MenuChoices::RequestOnePlayerGameMode(int)
002C1110 CB3MenuChoices::GetDriverCarID(CB3GameStageDataStruct *,int,int)
002C1550 CB3MenuChoices::RequestNewGameMode(void)
002C1740 CB3MenuChoices::Prepare(void)
002C1830 CB3MenuPageManager::ImmediateLeadOut(EB3MenuFlowFSMEvents)
002C1870 CB3MenuPageManager::StartLeadOutBack(EB3MenuFlowFSMEvents,bool)
002C18D0 CB3MenuPageManager::StartLeadOutFore(EB3MenuFlowFSMEvents,bool)
002C1930 CB3MenuPageManager::StartLeadOut(EB3MenuFlowFSMEvents)
002C1990 CB3MenuPageManager::SetMenuPage(CB3MenuPageBase *,bool)
002C1AB0 CB3MenuPageManager::Render(CB3MenuPageBase *,bool)
002C1B90 CB3MenuPageManager::Update(void)
002C2070 CB3MenuPageManager::ReleaseCurrentMenu(void)
002C2110 CB3MenuPageManager::Prepare(void)
002C2210 CB3MenuPageManager::Construct(void)
002C32C0 CB3MainMenuState::NextPage(int)
002C3E10 CB3MenuFlowFSM::GetMenuFlowType(void)
002C3E20 CB3MenuFlowFSM::GetOffsetTable(void)
002C3E40 CB3MenuFlowFSM::Construct(void *,CGtStateOffset *,CGtTimer *)
002C47E0 CB3OnlineLobbyState::Action(EGtStateAction,void *,void *,void *)
002C4EB0 CB3CarSelectState::Action(EGtStateAction,void *,void *,void *)
002C5C80 CB3OnlineLobbyPage::PrepareClassSelect(ulong,bool)
002C6100 CB3OnlineLobbyPage::CheckCarClassLimit(ulong,bool)
002C6210 CB3OnlineLobbyPage::GetCarClass(ulong)
002C6440 CB3OnlineLobbyPage::RebuildList(void)
002C69B0 CB3OnlineLobbyPage::ShowPrompts(void)
002C76D0 CB3OnlineLobbyPage::SetupTableData(void)
002C8140 CB3OnlineLobbyPage::UpdateLatency(void)
002C8DE0 CB3OnlineLobbyPage::UpdateNormalPageMode(void)
002C9520 CB3OnlineLobbyPage::UpdateNATData(void)
002C98B0 CB3OnlineLobbyPage::ReturnToNormalPageMode(void)
002C9CE0 CB3OnlineLobbyPage::UpdateVoIP(void)
002CA320 CB3OnlineLobbyPage::ChatMessageCallback(char *,char *,void *)
002CA370 CB3OnlineLobbyPage::Update(void)
002CAD40 CB3OnlineLobbyPage::Prepare(char *)
002CB800 CB3MenuPageBase::Prepare(bool)
002CB850 CB3CarSelectPage::Update(void)
002CBAE0 CB3CarSelectPage::Prepare(void)
002CC220 CB3ScrollingTextData::SetData(ushort const *)
002CC260 CB3MenuComponentSelectionData::SelectNext(void)
002CC290 CB3MenuComponentSelectionData::SelectPrev(void)
002CC2C0 CB3MenuComponentBase::Release(void)
002CC2D0 CB3MenuComponentBase::Prepare(void)
002CC2E0 CB3MenuComponentBase::Construct(int)
002CC970 CB3HeadingComponent::Prepare(ushort const *,CB3HeadingComponent::EHeadingType)
002CCB60 CB3HeadingComponent::Prepare(EGlobalStrings,CB3HeadingComponent::EHeadingType)
002CD810 CB3HelpBarComponent::SetString(const ushort *,bool,bool,float)
002CDCD0 CB3HelpBarComponent::Prepare(CB3MenuComponentSelectionData *const,CB3ScrollingTextData *const,bool,float)
002CDDF0 CB3HelpBarComponent::Prepare(void)
002CDEA0 CB3HelpBarComponent::Prepare(ushort const *,bool,float)
002CE490 CB3ScrollingText2dObject::Prepare(ushort const *,bool,bool,float)
002CEC80 CB3BackgroundComponent::Update(float)
002CEF60 CB3BackgroundComponent::PrepareBorders(float)
002CF210 CB3BackgroundComponent::Prepare(EB3BackgroundType)
002D0250 CB3PromptsComponent::SetCurrentPrompts(uint,uint)
002D0750 CB3PromptsComponent::Prepare(uint,uint)
002D10B0 CB3VSelectComponent::SetItemEnabled(int,bool)
002D1D40 CB3VSelectComponent::PrepareItem(int,float,bool)
002D1E20 CB3VSelectComponent::Prepare(bool,float,float,float,float,CB3MenuComponentSelectionData *const,CB3VSelectComponentEntryData *)
002D20F0 CB3VSelectComponent::Prepare(CB3MenuComponentSelectionData const *,CB3VSelectComponentEntryData *)
002D2190 CB3LoadingScreenPage::Update(void)
002D23C0 CB3MyBurnoutPage::PrepareStats(void)
002D2880 CB3MyBurnoutPage::Prepare(void)
002D29D0 CB3MyBurnoutState::Action(EGtStateAction,void *,void *,void *)
002D4610 CGtVideoDecoder::Update(void)
002D4AB0 CGtVideoDecoder::Prepare(CGtLinearMalloc *,int,int,char const *,float,uint)
002D9750 CB3MessageBoxComponent::Prepare(EB3MessageBoxType,const ushort *)
002D9BC0 CB3MessageBoxComponent::Construct(void)
002DB480 CB3TrafficHullStruct::Fixup(uint)
002DB4B0 CB3AIAggressionBehaviour::UpdateAggressiveHornBlast(void)
002DB590 CB3AIAggressionBehaviour::DoAggressiveHornBlast(EAggressiveHornBlashReason)
002DC980 CB3AIAggressionBehaviour::Update(void)
002DD960 CB3AIAggressionBehaviour::Prepare(CB3AICar *)
002DDE20 CB3ChatDisplayComponent::AddNewMessage(char *,const ushort *)
002DE140 CB3ChatDisplayComponent::PrepareWithoutStrings(EB3ChatDisplayOrientation)
002DE3C0 CB3ChatDisplayComponent::Prepare(EB3ChatDisplayOrientation)
002DE460 CB3ChatDisplayComponent::SetOrientation(EB3ChatDisplayOrientation)
002DE6E0 CB3ChatDisplayComponent::Construct(void)
002DED90 CB3StaticTrack::Update(void)
002DF0D0 CB3StaticTrack::RenderBackdrop(CB3BackdropObject const &)
002DF140 CB3StaticTrack::Release(void)
002DF1D0 CB3StaticTrack::Prepare(void)
002DF4D0 CB3StaticTrack::Destruct(void)
002DF4E0 CB3StaticTrack::Construct(void)
002DF500 CB3BodyPartPhysics::StopCrashing(void)
002DFC10 CB3BodyPartPhysics::Detach(void)
002E0210 CB3BodyPartPhysics::Release(void)
002E0510 CB3BodyPartPhysics::Prepare(CB3VehiclePhysics *,int,EBodyPartType)
002E08B0 CB3BodyPartPhysics::Construct(void)
002E1620 CB3HUDLap::Prepare(int,EHUDAlign,int)
002E1C20 CB3HUDPos::Prepare(int,EHUDAlign,int,bool,bool)
002E8260 CGtLobbyPS2DirtySock::ConnectToServer(char const *,int)
002E96E0 CGtLobbyPS2DirtySock::GetLobbyStatus(void)
002F3940 CB3OnlineConnectingPage::UpdateISP(void)
002F3C90 CB3OnlineConnectingPage::PrepareLobbyConnect(void)
002F92C0 CB3OnScreenKeyboardComponent::RegisterKeyboardCallbacks(void)
002FCCA0 CB3OnScreenKeyboardComponent::Prepare(void)
002FD200 CB3TextComponent::Prepare((GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,EGlobalStrings,uint,float,bool,float,uint,bool))
002FE600 CB3CrashAnalyser::Release(void)
002FE680 CB3CrashAnalyser::Update(float)
002FF1F0 CB3CrashAnalyser::GetVehicleBeforeImpact(void)
002FF690 CB3CrashAnalyser::UpdateCollidingPairs(void)
002FFBB0 CB3CrashAnalyser::Prepare(CB3RaceCarPhysics *)
002FFC30 CB3CrashAnalyser::Construct(void)
00300A10 CB3CrashCameraDirector::UpdateCrash(float)
003014C0 CB3CrashCameraDirector::Update(float)
003017E0 CB3CrashCameraDirector::Prepare(bool)
003018A0 CB3PlayerCameraStateCrashMode::Action(EGtStateAction,void *,void *,void *)
003028E0 CB3BehaviourCluster::Prepare(void *)
00302DB0 CB3BehaviourCluster::SetRig(CB3ClusterRig *)
003048B0 CB3ClusterRig::PrepareFocus(float)
00305B90 CB3ClusterRig::PrepareRotate(EB3RigType,EB3FocusType,CB3ChildBody *,float,float,GtMathPs2::CGtV3d,float,float,float,GtMathPs2::CGtMatrix3x4 const &,GtMathPs2::CGtMatrix3x4 const &,float,int,bool)
00307570 CGtSphereTree::AddToIntegrateList(CGtSphereTreeSphere *)
00309180 CB3DebugMipMaps::Update(void)
0030A4D0 CGtBuddiesPS2DirtySock::Prepare(char,char,char)
0030D920 CB3CrashCombo::UpdateCollidingPairs(void)
0030DC70 CB3CrashCombo::Update(void)
0030DCF0 CB3CrashCombo::Prepare(CB3RaceCar *)
0030DFC0 B3Im3d::RenderLinelist(CB3Im3dVertex const *,int)
0030EBA0 B3Im3d::SetTexture(CGtTexture *)
0030EC30 B3Im3d::EndRendering(void)
0030ECD0 B3Im3d::BeginRendering(void)
00313310 CB3ScoreBonus::OnEvent(EScoreBonusEvent,int,int,bool)
00313550 CB3ScoreBonus::Update(void)
003137A0 CB3ScoreBonus::Construct(void)
0031FFB0 CB3MenuImageUVs::CalculateUV(float,float,float,float,float,float,uint)
00320030 CB3MenuImages::CacheGlobalTextures(void)
00320170 CB3MenuImages::CacheFrontendTextures(void)
00320240 CB3FlashText2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
0032EA50 CB3CreateAccount2MenuPage::Update(void)
0032FA30 CB3CreateAccount2MenuPage::Prepare(void)
00332D20 CB3Panel2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,bool,bool)
003339A0 CB3Button2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CB3Button2dObject::EButton)
00334690 CGtSoundBank::FindWave(ulong const &const,bool)
00334C80 CGtSoundBankManager::LoadBank(char const *,bool,bool,int)
00335980 CGtSoundManager::StopAll(void)
003360E0 CGtSoundRealVoice::Start(CGtSoundVoiceParams const *)
003368F0 CGtSoundStream::IsPlaying(void)
00336A70 CGtSoundStream::Play(bool)
00337920 CGtSoundVirtualVoice::ForgetMe(float)
00338070 CGtSoundVirtualVoice::Start(CGtSoundVoiceParams const *)
003389B0 CGtSoundVirtualVoice::Update(CGtSoundVoiceParams const *)
00338EF0 CGtSoundVoiceParams::Construct(void)
00339180 CGtSoundVoiceManager::TriggerVoice(CGtSoundVoiceParams const *)
00339360 CGtSoundVoiceManager::AllocVirtualVoice(void)
003399B0 CGtSoundWave::CalcFrequency(void const)
00339D60 CB3OfflineSingleRaceLogic::GetHUDType(void)
00339DA0 CB3OfflineSingleRaceLogic::Update(void)
0033A090 CB3OfflineSingleRaceLogic::Prepare(void)
0033A8C0 CB3PromptBarComponent::Update(float)
0033AA50 CB3OfflineBurningLapLogic::GetOfflineGameModeType(void)
0033AA60 CB3OfflineBurningLapLogic::GetOnlineGameModeType(void)
0033AC70 CB3OfflineBurningLapLogic::HasStageFinished(void)
0033ACA0 CB3OfflineBurningLapLogic::Update(void)
0033B2C0 CB3OfflineLapEliminatorLogic::Update(void)
0033B730 CB3OfflineRoadRageLogic::OnWorldPrepared(void)
0033B9D0 CB3OfflineRoadRageLogic::OnRaceCarCollision(ERaceCarCollisionType,CB3RaceCarPhysics *,CB3RaceCarPhysics *,float)
0033D6C0 CB3OnlineRoadRageRaceLogic::OnTakedown(CB3RaceCar *,CB3RaceCar *)
0033DC70 CB3OnlineRoadRageRaceLogic::Update(void)
0033E000 CB3OnlineRoadRageRaceLogic::Prepare(void)
0033E110 CB3OnlineStageLogic::FinishSyncReplay(void)
0033E4B0 CB3OnlineStageLogic::PrepareToSyncReplay(void)
0033E8C0 CB3OnlineStageLogic::UpdateRacing(void)
00340250 CB3OfflineSingleCrashLogic::OnNonFatalCollision(CB3RaceCarPhysics *,CB3TrafficVehicle *)
00340320 CB3OfflineSingleCrashLogic::StartReplay(void)
00340510 CB3OfflineSingleCrashLogic::Update((void))
00340AB0 CB3HUDLapTimer::PrepareMedalObjects(void)
00340DF0 CB3HUDLapTimer::Update(float)
00340FB0 CB3HUDLapTimer::Prepare(int,EHUDAlign,int,bool,bool)
00341330 CB3TakedownCameraManager::Update(void)
00341AC0 CB3OfflineStageLogic::Update(void)
00341B90 CB3OfflineStageLogic::StartReplay(void)
00341CB0 CB3OfflineStageLogic::Prepare(void)
00342010 CB3StageLogic::AssignStartPositionIndex(int)
00342060 CB3StageLogic::OnWorldPrepared(void)
003427A0 CB3StageLogic::DamageRaceCar((CB3RaceCar *,CB3RaceCar *,EB3DamageType))
00346CA0 CB3ExplosionManager::DoExplosion(GtMathPs2::CGtMatrix3x4 const &,CGtAxisAlignedBox const &,GtMathPs2::CGtV3d,float)
0034BB00 CB3OnlineGameOptionsPage::UpdateScroll(void)
0034CC40 CB3OnlineGameOptionsPage::Update(void)
0034D500 CB3CrashPickup::Draw(void)
0034D9D0 CB3CrashPickup::Update(float)
0034E080 CB3CrashRamp::Draw(CGtTexture *)
0034E940 CB3TrackDataStruct::Fixup(uint)
0034ED80 CB3HUDTakedowns::PrepareTakedownsObjects(void)
0034F0A0 CB3HUDTakedowns::Update(float)
0034F180 CB3HUDTakedowns::Prepare(int,EHUDAlign,int,bool,bool)
00350130 CB3RoundedPanel2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,uint)
0035A660 CB3Globe2dObject::Render(CGt2dObject::CGt2dObjectSpace *const,void const *)
0035CAE0 CB3Globe2dObject::Prepare(void)
0035EA00 CB3MenuStringBuffer::AllocUTF16String(int)
003612A0 CB3Challenge::OnChallengeRestart(void)
00361370 CB3Challenge::OnEndOfChallenge(void)
00361440 CB3Challenge::Update(void)
00361460 CB3Challenge::Destruct(void)
00361470 CB3Challenge::Prepare(void)
00361480 CB3Challenge::Construct(void)
00361640 CB3ChampionshipChallenge::OnChallengeRestart(void)
003617A0 CB3ChampionshipChallenge::OnEndOfChallenge(void)
00361970 CB3ChampionshipChallenge::Prepare(void)
00361A40 CB3ChampionshipChallenge::Construct(void)
00361AC0 CB3SingleChallenge::Prepare(void)
00361AD0 CB3SingleChallenge::Construct(void)
00362FB0 CB3VOptionsSelectComponent::SelectListItem(int,uint)
00363120 CB3VOptionsSelectComponent::SetYesNoOption(int,bool)
00363180 CB3VOptionsSelectComponent::SetOptionText(int,uint)
003640E0 CB3VOptionsSelectComponent::PreparePanel(int,uint,float)
003646F0 CB3VOptionsSelectComponent::Prepare(CB3MenuComponentSelectionData const *,CB3VOptionsSelectComponentEntryData *)
00367AD0 CB3HUDTimer::PrepareTimerObject(void)
00367CE0 CB3HUDTimer::Update(float)
00367D90 CB3HUDTimer::Prepare(int,EHUDAlign,int)
003683F0 CB3TurnBasedCrashChallenge::Prepare(void)
00368480 CB3TurnBasedCrashChallenge::Construct(void)
00368A60 CB3StreamManager::Construct(void)
0036CA50 CB3OnePlayerModeSelectState::SetupGameModeSelect(void)
0036CB40 CB3OnePlayerModeSelectState::Action(EGtStateAction,void *,void *,void *)
0036D630 CB3ControllerRemovedComponent::CreateText(uchar,signed char)
0036D830 CB3ControllerRemovedComponent::ReleaseComponents(void)
0036D8F0 CB3ControllerRemovedComponent::Update(float)
0036DB00 CB3ControllerRemovedComponent::Prepare(void)
0036DB20 CB3ControllerRemovedComponent::Construct(void)
0036DB90 CB3HUDScoreList::PrepareScoreListObject(void)
0036DF50 CB3HUDScoreList::Update(float)
0036DF60 CB3HUDScoreList::ActualPrepare(void)
0036E2F0 CB3HUDScoreList::Prepare(EHUDAlign,int)
00371150 CB3CrashScore::Draw(void)
003713A0 CB3CrashScore::CrashBreakerVehiclesRemaining(int)
00371710 CB3CrashScore::AddCrashScore(ECrashModePickupType,int)
00371AA0 CB3CrashScore::CalcCrashCarsScore(int)
00371C50 CB3CrashScore::HandleCrashTrafficCar(CB3TrafficPhysics *,CB3TrafficVehicle *,bool,int)
00371E90 CB3CrashScore::Prepare(void)
00372080 CB3HUDBackground2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV4d,uint)
003721F0 CB3HUDBackground2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
00375C80 CB3Records::Prepare(void)
00376E80 CB3RadialBlur2dObject::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
0037AC10 CB3HUDCrashCombo::Prepare(int,EHUDAlign,int)
0037B130 CGt2dObjectComboText::Render(CGt2dObject::CGt2dObjectSpace const &,void const *)
0037B800 CPromptBarPanel2dObject::Prepare(GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &,GtMathPs2::CGtV2d const &)
0037BE70 CB3HUDPrimaryMessage::UpdateMessage(float)
0037C490 CB3HUDEscapeDistance::PrepareEscapeDistanceObject(void)
0037C680 CB3HUDEscapeDistance::ActualPrepare(void)
